antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,rule_str
"frozenset({'RECYCLING BAG RETROSPOT ', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'DOTCOM POSTAGE'}),0.011302943733697677,0.04384548503291517,0.01080611104210657,0.9560439560439561,21.804843881331134,1.0,0.010310527991802846,21.7525152155012,0.9650464968520764,0.24369747899159663,0.9540283047687569,0.6012514397783519,"GREEN REGENCY TEACUP AND SAUCER, RECYCLING BAG RETROSPOT ",DOTCOM POSTAGE,"GREEN REGENCY TEACUP AND SAUCER, RECYCLING BAG RETROSPOT  → DOTCOM POSTAGE"
"frozenset({'RECIPE BOX PANTRY YELLOW DESIGN', 'DOTCOM POSTAGE'})",frozenset({'SUKI  SHOULDER BAG'}),0.01565022978511986,0.03148677182958639,0.010681902869208794,0.6825396825396826,21.677029523183368,1.0,0.010189127654884127,3.050816668736803,0.9690338199691878,0.293015332197615,0.6722189142836786,0.5108950878181647,"DOTCOM POSTAGE, RECIPE BOX PANTRY YELLOW DESIGN",SUKI  SHOULDER BAG,"DOTCOM POSTAGE, RECIPE BOX PANTRY YELLOW DESIGN → SUKI  SHOULDER BAG"
"frozenset({'SUKI  SHOULDER BAG', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'DOTCOM POSTAGE'}),0.011116631474351012,0.04384548503291517,0.010557694696311017,0.9497206703910615,21.660626394669787,1.0,0.010070280597385926,19.016850908789795,0.9645558958369508,0.23776223776223773,0.9474150581083964,0.5952569357621029,"ROSES REGENCY TEACUP AND SAUCER , SUKI  SHOULDER BAG",DOTCOM POSTAGE,"ROSES REGENCY TEACUP AND SAUCER , SUKI  SHOULDER BAG → DOTCOM POSTAGE"
"frozenset({'SUKI  SHOULDER BAG', 'JAM MAKING SET WITH JARS'})",frozenset({'DOTCOM POSTAGE'}),0.010930319215004347,0.04384548503291517,0.010371382436964352,0.9488636363636364,21.641079706412565,1.0,0.009892137289417895,18.6981327371341,0.9643320416807977,0.23356643356643356,0.9465187238716077,0.5927037728560391,"JAM MAKING SET WITH JARS, SUKI  SHOULDER BAG",DOTCOM POSTAGE,"JAM MAKING SET WITH JARS, SUKI  SHOULDER BAG → DOTCOM POSTAGE"
"frozenset({'RED TOADSTOOL LED NIGHT LIGHT', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'DOTCOM POSTAGE'}),0.012110296857533226,0.04384548503291517,0.011489255993044342,0.9487179487179486,21.637756955037403,1.0,0.01095827415343321,18.6450130418581,0.9654766981729953,0.25837988826815644,0.9463663555635495,0.6053788043873028,"GREEN REGENCY TEACUP AND SAUCER, RED TOADSTOOL LED NIGHT LIGHT",DOTCOM POSTAGE,"GREEN REGENCY TEACUP AND SAUCER, RED TOADSTOOL LED NIGHT LIGHT → DOTCOM POSTAGE"
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'LUNCH BAG APPLE DESIGN'})",frozenset({'CHARLOTTE BAG APPLES DESIGN'}),0.015526021612222085,0.030741522792199726,0.010309278350515464,0.6639999999999999,21.599450505050502,1.0,0.009831984803251153,2.884697848832738,0.9687432546233382,0.2867012089810017,0.6533432434164156,0.4996767676767676,"LUNCH BAG APPLE DESIGN, RED RETROSPOT CHARLOTTE BAG",CHARLOTTE BAG APPLES DESIGN,"LUNCH BAG APPLE DESIGN, RED RETROSPOT CHARLOTTE BAG → CHARLOTTE BAG APPLES DESIGN"
"frozenset({'JUMBO BAG WOODLAND ANIMALS', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'DOTCOM POSTAGE'}),0.010868215128555458,0.04384548503291517,0.010247174264066575,0.9428571428571428,21.504087414002427,1.0,0.009770652100312995,16.73270401192398,0.9639738884417733,0.2304469273743017,0.9402367961993838,0.5882840955078915,"GREEN REGENCY TEACUP AND SAUCER, JUMBO BAG WOODLAND ANIMALS",DOTCOM POSTAGE,"GREEN REGENCY TEACUP AND SAUCER, JUMBO BAG WOODLAND ANIMALS → DOTCOM POSTAGE"
"frozenset({'RED TOADSTOOL LED NIGHT LIGHT', 'RECYCLING BAG RETROSPOT '})",frozenset({'DOTCOM POSTAGE'}),0.011427151906595453,0.04384548503291517,0.010744006955657682,0.9402173913043479,21.443881635669417,1.0,0.010242977937768204,15.993857341267619,0.964386846751451,0.24128312412831238,0.937475996023812,0.5926299421110974,"RECYCLING BAG RETROSPOT , RED TOADSTOOL LED NIGHT LIGHT",DOTCOM POSTAGE,"RECYCLING BAG RETROSPOT , RED TOADSTOOL LED NIGHT LIGHT → DOTCOM POSTAGE"
"frozenset({'RED TOADSTOOL LED NIGHT LIGHT', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'DOTCOM POSTAGE'}),0.01080611104210657,0.04384548503291517,0.01006086200471991,0.9310344827586208,21.234443684673245,1.0,0.009587062824759207,13.864240467022746,0.9633164053053557,0.22562674094707522,0.9278719954130497,0.5802481195662792,"RED TOADSTOOL LED NIGHT LIGHT, ROSES REGENCY TEACUP AND SAUCER ",DOTCOM POSTAGE,"RED TOADSTOOL LED NIGHT LIGHT, ROSES REGENCY TEACUP AND SAUCER  → DOTCOM POSTAGE"
"frozenset({'SUKI  SHOULDER BAG', 'JUMBO BAG APPLES'})",frozenset({'DOTCOM POSTAGE'}),0.010868215128555458,0.04384548503291517,0.01006086200471991,0.9257142857142857,21.113104006475112,1.0,0.00958433984096633,12.871310778403064,0.963103263578348,0.22531293463143254,0.922307835059199,0.5775880210441117,"JUMBO BAG APPLES, SUKI  SHOULDER BAG",DOTCOM POSTAGE,"JUMBO BAG APPLES, SUKI  SHOULDER BAG → DOTCOM POSTAGE"
"frozenset({'RED TOADSTOOL LED NIGHT LIGHT', 'JAM MAKING SET PRINTED'})",frozenset({'DOTCOM POSTAGE'}),0.01161346416594212,0.04384548503291517,0.010744006955657682,0.9251336898395721,21.099862144188087,1.0,0.01023480898638957,12.771492449917476,0.9637993749307648,0.24027777777777776,0.9217006153414387,0.5850880913787095,"JAM MAKING SET PRINTED, RED TOADSTOOL LED NIGHT LIGHT",DOTCOM POSTAGE,"JAM MAKING SET PRINTED, RED TOADSTOOL LED NIGHT LIGHT → DOTCOM POSTAGE"
"frozenset({'JUMBO STORAGE BAG SUKI', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'DOTCOM POSTAGE'}),0.012172400943982115,0.04384548503291517,0.0111787355607999,0.9183673469387754,20.9455396889634,1.0,0.010645030737395889,11.712892808346776,0.9639912262318899,0.2493074792243767,0.9146239945705483,0.5866624270104642,"GREEN REGENCY TEACUP AND SAUCER, JUMBO STORAGE BAG SUKI",DOTCOM POSTAGE,"GREEN REGENCY TEACUP AND SAUCER, JUMBO STORAGE BAG SUKI → DOTCOM POSTAGE"
"frozenset({'DOTCOM POSTAGE', 'JAM MAKING SET WITH JARS'})",frozenset({'SUKI  SHOULDER BAG'}),0.015774437958017636,0.03148677182958639,0.010371382436964352,0.65748031496063,20.881159825436022,1.0,0.009874696308240285,2.827613332819369,0.9673696524165198,0.28114478114478114,0.646344856139536,0.49343443755921046,"DOTCOM POSTAGE, JAM MAKING SET WITH JARS",SUKI  SHOULDER BAG,"DOTCOM POSTAGE, JAM MAKING SET WITH JARS → SUKI  SHOULDER BAG"
"frozenset({'RED TOADSTOOL LED NIGHT LIGHT', 'JUMBO BAG PINK POLKADOT'})",frozenset({'DOTCOM POSTAGE'}),0.011737672338839896,0.04384548503291517,0.010744006955657682,0.9153439153439152,20.876583179699324,1.0,0.010229363018803814,11.294575208048675,0.9634076039912108,0.23961218836565093,0.9114619202953834,0.5801932041308812,"JUMBO BAG PINK POLKADOT, RED TOADSTOOL LED NIGHT LIGHT",DOTCOM POSTAGE,"JUMBO BAG PINK POLKADOT, RED TOADSTOOL LED NIGHT LIGHT → DOTCOM POSTAGE"
"frozenset({'SUKI  SHOULDER BAG', 'RECYCLING BAG RETROSPOT '})",frozenset({'DOTCOM POSTAGE'}),0.012855545894919886,0.04384548503291517,0.011675568252391008,0.9082125603864735,20.71393576110906,1.0,0.011111910607265345,10.417051820957191,0.9641175801302431,0.25931034482758625,0.9040035494507012,0.5872507561139166,"RECYCLING BAG RETROSPOT , SUKI  SHOULDER BAG",DOTCOM POSTAGE,"RECYCLING BAG RETROSPOT , SUKI  SHOULDER BAG → DOTCOM POSTAGE"
"frozenset({'SUKI  SHOULDER BAG', 'NATURAL SLATE HEART CHALKBOARD '})",frozenset({'DOTCOM POSTAGE'}),0.011427151906595453,0.04384548503291517,0.010371382436964352,0.907608695652174,20.70016319743811,1.0,0.009870353419074874,10.348966514937864,0.962692030187646,0.2309820193637621,0.9033719938549821,0.5720763025003079,"NATURAL SLATE HEART CHALKBOARD , SUKI  SHOULDER BAG",DOTCOM POSTAGE,"NATURAL SLATE HEART CHALKBOARD , SUKI  SHOULDER BAG → DOTCOM POSTAGE"
"frozenset({'JUMBO BAG RED RETROSPOT', 'VINTAGE PAISLEY STATIONERY SET'})",frozenset({'DOTCOM POSTAGE'}),0.011302943733697677,0.04384548503291517,0.010247174264066575,0.9065934065934066,20.677007128848487,1.0,0.009751591213762852,10.236477748471144,0.9625163697274249,0.22821576763485477,0.9023101476336083,0.5701522273760234,"JUMBO BAG RED RETROSPOT, VINTAGE PAISLEY STATIONERY SET",DOTCOM POSTAGE,"JUMBO BAG RED RETROSPOT, VINTAGE PAISLEY STATIONERY SET → DOTCOM POSTAGE"
"frozenset({'SUKI  SHOULDER BAG', 'RECIPE BOX PANTRY YELLOW DESIGN'})",frozenset({'DOTCOM POSTAGE'}),0.011799776425288785,0.04384548503291517,0.010681902869208794,0.9052631578947368,20.646667660653048,1.0,0.010164535948562049,10.092742102430332,0.9629283734960888,0.23756906077348067,0.9009188989621364,0.5744446101088414,"RECIPE BOX PANTRY YELLOW DESIGN, SUKI  SHOULDER BAG",DOTCOM POSTAGE,"RECIPE BOX PANTRY YELLOW DESIGN, SUKI  SHOULDER BAG → DOTCOM POSTAGE"
"frozenset({'JUMBO STORAGE BAG SUKI', 'RED TOADSTOOL LED NIGHT LIGHT'})",frozenset({'DOTCOM POSTAGE'}),0.012607129549124333,0.04384548503291517,0.011302943733697677,0.8965517241379309,20.44798280746312,1.0,0.010750178023743524,9.242826978015145,0.9632391006691278,0.25034387895460797,0.8918079931195741,0.5771710462049429,"JUMBO STORAGE BAG SUKI, RED TOADSTOOL LED NIGHT LIGHT",DOTCOM POSTAGE,"JUMBO STORAGE BAG SUKI, RED TOADSTOOL LED NIGHT LIGHT → DOTCOM POSTAGE"
frozenset({'CHRISTMAS CRAFT WHITE FAIRY '}),frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),0.022233262948702023,0.03136256365668861,0.014221835796795429,0.6396648044692738,20.39580729022623,1.0,0.013524543672270866,2.688156606286089,0.9725942592395356,0.36119873817034703,0.627997863792027,0.5465650755019636,CHRISTMAS CRAFT WHITE FAIRY ,CHRISTMAS CRAFT LITTLE FRIENDS,CHRISTMAS CRAFT WHITE FAIRY  → CHRISTMAS CRAFT LITTLE FRIENDS
frozenset({'CHRISTMAS CRAFT LITTLE FRIENDS'}),frozenset({'CHRISTMAS CRAFT WHITE FAIRY '}),0.03136256365668861,0.022233262948702023,0.014221835796795429,0.4534653465346535,20.39580729022623,1.0,0.013524543672270866,1.7890297181554546,0.9817608525657017,0.36119873817034703,0.4410377928036706,0.5465650755019636,CHRISTMAS CRAFT LITTLE FRIENDS,CHRISTMAS CRAFT WHITE FAIRY ,CHRISTMAS CRAFT LITTLE FRIENDS → CHRISTMAS CRAFT WHITE FAIRY 
frozenset({'FLORAL FOLK STATIONERY SET'}),frozenset({'VINTAGE PAISLEY STATIONERY SET'}),0.025338467271146442,0.02620792448143088,0.013538690845857657,0.5343137254901961,20.387487222377104,1.0,0.012874622209140244,2.091090351639875,0.9756723483409192,0.3562091503267974,0.521780587234894,0.5254507016076573,FLORAL FOLK STATIONERY SET,VINTAGE PAISLEY STATIONERY SET,FLORAL FOLK STATIONERY SET → VINTAGE PAISLEY STATIONERY SET
frozenset({'VINTAGE PAISLEY STATIONERY SET'}),frozenset({'FLORAL FOLK STATIONERY SET'}),0.02620792448143088,0.025338467271146442,0.013538690845857657,0.5165876777251185,20.387487222377104,1.0,0.012874622209140244,2.0162116020175307,0.9765434843662235,0.3562091503267974,0.5040203126500483,0.5254507016076573,VINTAGE PAISLEY STATIONERY SET,FLORAL FOLK STATIONERY SET,VINTAGE PAISLEY STATIONERY SET → FLORAL FOLK STATIONERY SET
"frozenset({'SUKI  SHOULDER BAG', 'JUMBO BAG RED RETROSPOT'})",frozenset({'DOTCOM POSTAGE'}),0.017327040119239846,0.04384548503291517,0.015463917525773196,0.89247311827957,20.354960553169455,1.0,0.014704205047560346,8.892236989193897,0.9676382328911171,0.3383152173913043,0.887542358439701,0.6225821682049408,"JUMBO BAG RED RETROSPOT, SUKI  SHOULDER BAG",DOTCOM POSTAGE,"JUMBO BAG RED RETROSPOT, SUKI  SHOULDER BAG → DOTCOM POSTAGE"
"frozenset({'RED TOADSTOOL LED NIGHT LIGHT', 'JUMBO BAG WOODLAND ANIMALS'})",frozenset({'DOTCOM POSTAGE'}),0.012110296857533226,0.04384548503291517,0.01080611104210657,0.8923076923076922,20.351187622575722,1.0,0.010275129202495438,8.878577638980069,0.9625192118845964,0.23933975240715266,0.8873693466834541,0.5693833079102201,"JUMBO BAG WOODLAND ANIMALS, RED TOADSTOOL LED NIGHT LIGHT",DOTCOM POSTAGE,"JUMBO BAG WOODLAND ANIMALS, RED TOADSTOOL LED NIGHT LIGHT → DOTCOM POSTAGE"
frozenset({'FELTCRAFT CUSHION RABBIT'}),frozenset({'FELTCRAFT CUSHION OWL'}),0.022854303813190906,0.027822630729101974,0.012917649981368774,0.5652173913043479,20.31502329192547,1.0,0.012281783125803657,2.236007949323066,0.9730128775508209,0.34210526315789475,0.5527743985423923,0.514751552795031,FELTCRAFT CUSHION RABBIT,FELTCRAFT CUSHION OWL,FELTCRAFT CUSHION RABBIT → FELTCRAFT CUSHION OWL
frozenset({'FELTCRAFT CUSHION OWL'}),frozenset({'FELTCRAFT CUSHION RABBIT'}),0.027822630729101974,0.022854303813190906,0.012917649981368774,0.4642857142857143,20.315023291925467,1.0,0.012281783125803657,1.8240052995487104,0.9779854743442326,0.34210526315789475,0.4517559788628811,0.514751552795031,FELTCRAFT CUSHION OWL,FELTCRAFT CUSHION RABBIT,FELTCRAFT CUSHION OWL → FELTCRAFT CUSHION RABBIT
